classification,keyed_name,id,created_on,created_by_id,owned_by_id,managed_by_id,modified_on,modified_by_id,current_state,state,locked_by_id,is_current,major_rev,minor_rev,is_released,not_lockable,css,generation,new_version,config_id,permission_id,source_id,behavior,team_id,external_id,external_owner,external_type,quantity,related_id,sort_order
,013A424701F14142B958D107D41B2864,013A424701F14142B958D107D41B2864,2021-03-15 21:03:08.783,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,2021-03-15 21:03:08.790,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,,1,A,,0,0,,1,1,013A424701F14142B958D107D41B2864,5C07EB829D4241F6BB884952960FAF58,25B24562BD344C45A49CB6A0A6CD6DFC,float,,,Aras.Document.MS-Office,Primary,,BC4C66CE0CCF4101AF925DBA67666BCD,10
,016E8D3A77FB479BA771FF8703DF069D,016E8D3A77FB479BA771FF8703DF069D,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,016E8D3A77FB479BA771FF8703DF069D,95475AE006E7415794BDC93808DC04D2,526C66B626B64BCB869ACBB083A900A3,fixed,,,Aras.Document.MS-Office,Primary,,131E997F727347FD97DF8D93B7627A02,5
,05B7356754894EAB947352489198D2C0,05B7356754894EAB947352489198D2C0,2021-03-15 21:02:57.483,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,2021-03-15 21:02:57.490,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,,1,A,,0,0,,1,1,05B7356754894EAB947352489198D2C0,5C07EB829D4241F6BB884952960FAF58,9A7D49A912214B588EC80CECCCD8587C,float,,,Aras.Document.MS-Office,Primary,,A41382E15DD34A80AB5BC5ECB72E6D1D,10
,0D662802B5C1449BBF2DFD44405A4292,0D662802B5C1449BBF2DFD44405A4292,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,0D662802B5C1449BBF2DFD44405A4292,95475AE006E7415794BDC93808DC04D2,B9F8E908144948E48A1747AD88716D02,hard_fixed,,,Aras.Document.MS-Office,Primary,,9E893175E9644170831E9EEF8FE4F934,10
,0E2DA1B0921F4379BBA12DA803CEB7C5,0E2DA1B0921F4379BBA12DA803CEB7C5,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,0E2DA1B0921F4379BBA12DA803CEB7C5,95475AE006E7415794BDC93808DC04D2,7ED875D438FA400495A5968647376A2D,fixed,,,Aras.Document.MS-Office,Primary,,07D1D205826C41CAB18A6897C706BEF5,15
,140D9502A9B74916A45B5595E5DEBDD9,140D9502A9B74916A45B5595E5DEBDD9,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,140D9502A9B74916A45B5595E5DEBDD9,95475AE006E7415794BDC93808DC04D2,39CB2792B428432490200368B87DE9CA,hard_fixed,,,Aras.Document.MS-Office,Primary,,EE16AAF2DCFA473C9331A75D50F4B7E1,15
,14CAE31CA2A241E0819DDFE8EBC5FBE8,14CAE31CA2A241E0819DDFE8EBC5FBE8,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,14CAE31CA2A241E0819DDFE8EBC5FBE8,95475AE006E7415794BDC93808DC04D2,7ED875D438FA400495A5968647376A2D,fixed,,,Aras.Document.MS-Office,Primary,,8DD08C55301D46219FC7573FA59DB240,5
,154D2FCC9F0948A8A41C0F7C755A5019,154D2FCC9F0948A8A41C0F7C755A5019,2021-03-15 21:02:57.670,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,2021-03-15 21:02:57.680,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,,1,A,,0,0,,1,1,154D2FCC9F0948A8A41C0F7C755A5019,5C07EB829D4241F6BB884952960FAF58,793E1C139E074B8395173423026084C8,float,,,Aras.Document.MS-Office,Primary,,928B81DD8EF94AEA9FBBA747411A7CE7,5
,1F15A0B28312480DB037515EFE99012D,1F15A0B28312480DB037515EFE99012D,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,1F15A0B28312480DB037515EFE99012D,95475AE006E7415794BDC93808DC04D2,6020DB29814C4D838E60D315A1C95E8C,fixed,,,Aras.Document.MS-Office,Primary,,A2A2BD3448EC48D5B7ECB21D5B9688B5,15
,26646449953B4E94ADD768F5242D1856,26646449953B4E94ADD768F5242D1856,2018-01-23 22:00:00.000,5268BBF1F02A49C29AF5368A575F0F85,,,2018-01-23 22:00:00.000,5268BBF1F02A49C29AF5368A575F0F85,,,,1,A,,0,0,,1,1,26646449953B4E94ADD768F5242D1856,5C07EB829D4241F6BB884952960FAF58,0AA62AED57B44C638A83F30D6F4AD77F,float,,,Aras.Document.MS-Office,Primary,,5CB136258FA6406492EEAF9EC7E65F5E,5
